user_input,reference,reference_video_url
수막구균성 뇌수막염에 대한 현재 상황은 무엇인가요?,"현재 수막구균성 뇌수막염에 대한 공식적인 주의보는 없으며, 최근 인천에서 의심 환자 2명이 신고되었지만 확진 사례는 없습니다. 수막구균 감염은 대규모로 발생하고 있지 않으며, 일반 가정에서는 크게 걱정할 필요가 없습니다. 국내 발생은 매우 드물어 연간 약 10명 내외로 유지되고 있습니다.",https://www.youtube.com/watch?v=li4ruV-hH6c
요로감염이 의심될 때 부모님은 언제 소아과에 가야 하나요?,"부모님들은 요로감염의 증상이 나타날 경우, 즉 열, 소변을 자주 보는 것, 소변을 볼 때 통증, 갑자기 소변이 급해지는 것, 소변을 잘 보지 못하거나 참기 힘들어하는 것, 소변에서 악취가 나거나 탁해지거나 피가 섞여 나오는 경우 등이 있을 때 소아과 의사의 진료를 받는 것이 좋습니다. 특히 나이가 어릴수록 증상이 뚜렷하지 않으므로, 배나 옆구리 통증, 구토, 식욕 부진, 계속 칭얼거리거나 보채는 증상 등이 나타나면 빨리 소아과에 가서 진료를 받는 것이 중요합니다.",https://www.youtube.com/watch?v=eXCjsY4NvSk
소아청소년과에서 아기 뼈소리 왜 나는거?,"아기 몸에서 나는 '뚝뚝' 또는 '딱' 하는 소리는 대부분 관절에서 나는 소리로, 관절이 움직이면서 관절면이나 뼈가 부딪히거나 인대와 힘줄의 마찰, 관절 내 공기 때문에 발생할 수 있습니다. 아기의 관절은 유연하여 운동 범위가 어른보다 넓기 때문에 이러한 소리가 더 잘 나고, 대개는 큰 문제가 되지 않습니다.",https://www.youtube.com/watch?v=p4FKm03oXzg
BCG가 어린이 결핵 예방에 어떻게 도움이 되는지 설명해 주세요.,BCG 접종은 아이들이 심한 형태의 결핵으로 진행되는 것을 막아 주므로 꼭 접종해야 합니다. 그러나 BCG는 결핵 자체를 완전히 예방하는 효과는 제한적이어서 BCG를 맞았다고 해서 결핵에 걸리지 않는다고 생각하면 곤란합니다.,https://www.youtube.com/watch?v=fkN7cjJ2ec0
코로나에 감염된 아이의 재감염 가능성은 어떻게 됩니까?,"코로나에 감염된 아이는 기본적으로 같은 종류의 코로나에는 당분간 재감염되지 않는 것으로 알려져 있습니다. 예를 들어, 오미크론에 걸린 아이는 한동안 재감염되지 않을 가능성이 높습니다. 그러나 스텔스 오미크론과 같은 다른 하위 변이는 재감염을 일으킬 수 있습니다. 따라서 아이가 이미 감염된 가정에서는 같은 바이러스에 대해 재감염될 가능성이 낮아 특별히 추가 조치를 취할 필요는 없습니다.",https://www.youtube.com/watch?v=uHosX_e5f8A
소아청소년과에서 식중독 예방을 위해 부모님들이 알아야 할 중요한 사항은 무엇인가요?,"소아청소년과 전문의로서, 부모님들이 식중독 예방을 위해 알아야 할 중요한 사항은 음식물을 속까지 완전히 익혀 먹는 것입니다. 익힌 음식은 식중독을 일으키는 균이 죽기 때문입니다. 또한, 음식물은 오염되지 않게 깨끗하게 관리해야 하며, 신선한 재료를 구입하고 조리 전에는 손과 도구를 깨끗이 씻어야 합니다. 조리할 때는 채소, 어패류, 육류, 가금류 순으로 조리하는 것이 더 안전하며, 조리한 음식은 즉시 냉장 보관하고, 냉장 상태의 음식은 실온에 2시간 이상 두지 않도록 주의해야 합니다.",https://www.youtube.com/watch?v=ZO1ffVTWsJc
아스피린은 18세 미만의 아이들에게 왜 사용해서는 안 됩니까?,두통으로 아이가 힘들어하면 진통제를 사용할 수 있지만 18세 미만에서는 아스피린을 사용해서는 안 됩니다.,https://www.youtube.com/watch?v=3-12OoVBHzE
편두통이 어린이에게 발생할 때 주의해야 할 점은 무엇인가요?,"편두통 같은 반복적 두통이 있을 수 있지만 원인이 해결되면 대개 저절로 호전됩니다. 그러나 두통이 계속되는 경우에는 안과 검진을 받는 것이 좋습니다. 또한, 넘어지거나 머리를 부딪힌 뒤 심한 두통이 발생하거나, 소리를 지르며 울거나 머리를 움직이지 못할 정도로 아프면 즉시 병원을 가야 합니다. 두통과 함께 고열, 심한 구토, 의식 변화, 목을 앞으로 굽히기 힘들거나 경련이 있는 경우에도 즉시 진료를 받아야 합니다.",https://www.youtube.com/watch?v=3-12OoVBHzE
"이유식을 시작한 아기가 며칠 동안 변을 보지 않는 경우, 부모는 어떻게 대처해야 합니까?","이유식을 새로 시작한 아기는 장이 새로운 음식에 적응하는 과정에서 수일간 변을 보지 않을 수 있습니다. 이 경우, 이유식을 꾸준히 먹이면 좋아지는 경우가 많습니다. 그러나 며칠간 변을 보지 않는 것이 항상 문제가 없는 것은 아니므로, 다른 이상 증상이 없더라도 대략 5일 정도 변을 보지 않으면 동네 소아청소년과에서 진료를 받아 확인하는 것이 안전합니다.",https://www.youtube.com/watch?v=8UIFlfrKagk
보건소에서 13세 미만 아이들 독감 무료접종 언제 다시 시작되었는지 말해줄 수 있어요?,13세 미만 독감 무료접종은 9월 20일 오후에 재개되었습니다. 부모님은 가까운 보건소에 가시면 무료로 접종받으실 수 있습니다.,https://www.youtube.com/watch?v=CTphlav8KGY
소아청소년과에서 설사를 하는 아이를 돌볼 때 가장 중요한 점은 무엇인가요?,설사를 하는 아이를 돌볼 때 가장 중요한 점은 탈수입니다. 아이가 8시간 이상 소변을 보지 않거나 입술이 마르고 힘이 없고 체중이 줄었다면 탈수가 심하다고 보고 바로 진료를 받아야 합니다.,https://www.youtube.com/watch?v=w8BucI0wZYE
파라인플루엔자 바이러스의 주요 증상은 무엇인가요?,"파라인플루엔자 바이러스의 주요 증상으로는 발열, 기침, 콧물, 가래, 인후통 등이 있으며, 때로는 고열이 나기도 하지만 고열이 항상 특징인 것은 아닙니다. 심한 경우 기침이 심하거나 쌕쌕거리는 숨소리로 호흡곤란을 보이고, 후두가 좁아지면 컹컹거리는 기침(크룹)이 나타나기도 합니다. 전신 근육통, 보채는 증상, 식욕부진, 구토 등 소화기 증상이 동반될 수 있습니다.",https://www.youtube.com/watch?v=hssuWClFrxU
수막구균성 뇌수막염에 대한 최근 상황과 부모님들이 알아야 할 점은 무엇인가요?,"최근 수막구균성 뇌수막염에 대한 소문으로 걱정하시는 부모님들이 많지만, 질병관리본부에 확인한 결과 현재 그런 주의보는 없으며, 인천에서 의심 환자 2명이 신고된 것 외에는 확진 사례가 없습니다. 수막구균은 밀접한 접촉이 있어야 전파되기 때문에 일반 가정에서는 크게 걱정할 필요가 없으며, 국내 발생은 매우 드물어 연간 약 10명 내외 수준으로 유지되고 있습니다. 현재 공식적인 수막구균 관련 주의보는 없으며, 아이들이 잘 걸리는 병도 아니므로 부모님들이 지나치게 걱정할 필요는 없습니다. 접종을 원하시면 소아청소년과 전문의와 상의하시기 바랍니다.",https://www.youtube.com/watch?v=li4ruV-hH6c
고환이 내려오지 않은 아기에게 수술이 필요한 이유는 무엇인가요?,"고환이 제자리가 아닌 복강에 있으면 정자 생산이 잘 되지 않아 불임이 되기 쉽고, 나중에 고환에서 암이 발생할 확률도 높아지기 때문에 계속 내려오지 않으면 수술로 교정해야 합니다. 수술 시기를 너무 늦추면 나중에 교정해도 불임 가능성이 높아질 수 있으므로 제때 수술하는 것이 중요합니다.",https://www.youtube.com/watch?v=AEtRzQEps2M
"소아청소년과에서 농가진에 대한 치료 방법은 무엇이며, 부모가 주의해야 할 점은 무엇인가요?","농가진의 치료는 병변의 종류와 심한 정도에 따라 바르는 항생제나 먹는 항생제를 사용합니다. 여러 군데 생기거나 범위가 넓으면 먹는 항생제가 필요할 수 있습니다. 항생제는 의사의 지시에 따라 완전히 나을 때까지 충분히 사용해야 하며, 먹는 항생제는 보통 10일 이상 사용하는 것이 안전합니다. 부모는 농가진이 전염성이 높아 같은 사람의 다른 부위나 다른 사람에게 옮길 수 있으므로 손톱을 짧게 깎고 손을 비누로 자주 씻으며 긁지 않도록 주의해야 합니다. 또한, 병변 부위도 비누와 물로 잘 씻고 딱지는 부드럽게 제거해주면 회복과 전염 감소에 도움이 됩니다. 항생제 치료를 시작한 후 적어도 24시간 동안은 다른 사람에게 옮길 수 있으므로 이 기간에는 단체생활을 피하는 것이 좋습니다.",https://www.youtube.com/watch?v=ys1udu1m57s
애들한테 과일 왜 줘야 해?,과일은 섬유질이 많아서 변비 예방에 좋습니다. 하지만 당도가 높은 과일은 너무 많이 주지 않도록 주의해야 합니다.,https://www.youtube.com/watch?v=28FfLPP_1MI
신생아의 눈곱이 끼는 이유와 어떻게 대처해야 하나요?,"신생아의 눈에 눈곱이 끼는 경우가 많습니다. 이는 눈물길이 좁고 통로가 잘 기능하지 않아 눈물이 잘 빠지지 않는 경우가 있어 발생합니다. 신생아에게 눈곱이 가볍게 끼고 흰자위가 붉지 않으며 다른 문제가 없다면 거즈로 닦아 주고 경과를 지켜볼 수 있습니다. 그러나 눈곱이 계속 끼거나 염증·감염이 의심되면 의사의 진료를 받는 것이 안전합니다. 눈물길 발달이 미숙한 경우라면 대부분 아기가 자라면서 저절로 좋아집니다. 필요할 경우 눈물 배출을 돕기 위한 눈물길 마사지가 필요할 수 있으며, 이는 진료 시 의사가 방법을 알려줍니다.",https://www.youtube.com/watch?v=0nmgcgmvoxE
요로감염의 증상은 무엇인가요?,"요로감염의 증상으로는 방광염의 경우 열이 없거나 경미한 경우가 많고, 소변을 자주 보거나 참기 힘들어하며 배뇨 시 통증을 호소합니다. 신우신염은 열이 나고 배나 허리, 온몸이 아플 수 있으며 식욕 감소, 기운 없음, 보채기, 설사 같은 비특이적 증상이 동반될 수 있습니다. 특히 영아의 경우 증상이 모호하여 열만 있는 경우도 많으니 주의해야 합니다.",https://www.youtube.com/watch?v=I67Saxxkk28
영아가 구토를 할 때 부모가 알아야 할 중요한 점은 무엇인가요?,"영아가 구토를 할 때 부모님은 몇 가지 중요한 점을 알아야 합니다. 신생아와 영아는 소화 기능이 미숙하여 특별한 병이 없더라도 구토를 자주 할 수 있습니다. 만약 아기가 멀쩡하게 보이고 성장이 잘 된다면 나이가 들면서 대개 좋아지지만, 계속해서 구토를 한다면 위식도역류나 유문협착 같은 구조적인 원인을 확인해야 합니다. 또한, 구토가 심해 성장이 문제될 경우에는 즉시 소아청소년과에 가야 하며, 기도가 막히지 않도록 주의해야 합니다. 구토할 때는 아기의 머리를 옆으로 돌려 토사가 흘러나오게 하고, 기도가 막혔을 경우에는 아기를 엎드린 상태로 등을 두드려 주어야 합니다. 피가 섞인 토사나 초록빛·노란 토사, 심한 복통을 동반한 구토가 있을 경우에는 의사의 진료를 받아야 하며, 탈수가 심한 경우에도 즉시 의사에게 진료를 받는 것이 안전합니다.",https://www.youtube.com/watch?v=-ms2f_laqFg
모유 수유가 아기의 당뇨 예방에 어떤 도움이 됩니까?,모유 수유는 당뇨 예방에 도움이 되므로 신생아 때부터 수시로 모유를 먹이고 가능한 한 두 돌까지 모유 수유를 지속하도록 노력하는 것이 좋습니다.,https://www.youtube.com/watch?v=xIaLSz0W0h8
소아청소년과에서 사시를 어떻게 진단하고 치료하나요?,"소아청소년과에서는 사시를 진단하기 위해 아이의 눈 상태를 검사합니다. 부모가 아이의 눈에 이상을 발견하면, 한두 달 된 아기라도 소아청소년과에 문의하여 확인받는 것이 중요합니다. 사시가 확실하거나 눈이 한쪽으로 모여 보이면 즉시 안과 진료를 받아야 합니다. 치료 방법으로는 눈 운동이나 약물로 개선되지 않는 경우 수술이 필요할 수 있으며, 어릴수록 수술 효과가 좋습니다. 따라서 문제가 발견되면 빠른 치료가 중요합니다.",https://www.youtube.com/watch?v=o_qNbZM9aoo
소아청소년과에서 태열이 있을 때 방 온도랑 목욕물 온도 어떻게 해야 하나요?,태열이 있다고 해서 특별히 방 온도를 낮추거나 목욕물 온도를 낮춰야만 하는 것은 아닙니다. 따뜻한 물로 목욕한 후 태열이 더 도드라져 보여도 병이 더 심해지는 것은 아니므로 목욕물 온도를 낮출 필요는 없습니다. 태열이 있든 없든 상관없이 똑같이 키우시면 됩니다.,https://www.youtube.com/watch?v=0bZXRpwYrio
2019년 4월 28일에 A형 간염에 대해 뭐라고 했어요?,2019년 4월 28일 질병관리본부는 A형 간염 발생 증가에 따라 음식물을 익혀 먹고 고위험군은 예방접종을 하라고 권고했습니다.,https://www.youtube.com/watch?v=dR7nrpbJQt0
포경수술이 비뇨기과에서 어떻게 다뤄지나요?,"포경수술은 비뇨기과에서 다뤄지는 수술로, 남자아이의 성기 끝을 싸고 있는 포피를 제거하는 수술입니다. 이 수술은 과거 종교적 이유로 시행되어 왔으며, 의학적으로는 감염 예방과 성기암 발생 감소 등의 장점이 있습니다. 그러나 포경수술 여부는 의학적 측면뿐 아니라 관습적·문화적 측면도 고려해야 하며, 부모님과 의사가 함께 결정하는 것이 중요합니다.",https://www.youtube.com/watch?v=1h9tl0kduFI
바셀린은 아기 피부에 어떤 역할을 하나요?,"바셀린은 아기 피부의 수분 손실을 막고 외부 자극으로부터 보호해 주며, 단순 보습 목적이라면 바셀린만 발라도 충분한 경우가 있습니다.",https://www.youtube.com/watch?v=ssn9q-LjGFU
임신부가 코로나에 걸리면 어떤 위험이 있나요?,임신부는 코로나에 걸리면 중증으로 진행될 위험이 있어 태아에도 문제가 생길 수 있으므로 임신부의 예방접종이 특히 중요합니다.,https://www.youtube.com/watch?v=hQsR69JSt7w
2차 독감 접종은 언제 해야 하나요?,2차 접종은 1차 접종 후 4주 뒤가 원칙입니다.,https://www.youtube.com/watch?v=9oqizhkpLm8
신생아성 홍반이 태열의 일종인가요?,"신생아성 홍반은 부모님들이 '태열'이라고 부르는 병변 중 하나입니다. 태열은 아기 피부에 생긴 여러 병변을 포괄적으로 지칭하는 말로, 신생아성 홍반도 그 중 하나로 포함됩니다.",https://www.youtube.com/watch?v=7FIWgd5tSTU
소아청소년과에서 멀미를 예방하고 치료하는 방법은 무엇인가요?,"소아청소년과 전문의에 따르면, 멀미는 차를 탈 때 몸의 움직임과 눈에 보이는 것, 귀 안의 평형을 담당하는 기관이 느끼는 정보 간의 차이로 발생합니다. 멀미를 예방하기 위해서는 피곤하지 않도록 충분한 휴식을 취하고, 출발 전에 가벼운 간식을 먹이는 것이 좋습니다. 또한, 저지방의 담백한 탄수화물 위주의 음식을 섭취하고, 생강을 포함한 음식을 먹는 것도 도움이 될 수 있습니다. 이동 수단에서는 가능한 한 움직임이 적은 자리에 앉고, 앞을 보며 앉는 것이 좋습니다. 멀미가 발생했을 경우에는 창문을 열어 신선한 공기를 마시게 하고, 아이가 좋아하는 음악을 들려주거나 이야기를 나누는 것이 도움이 됩니다. 심한 경우에는 차를 세우고 아이를 편하게 눕히는 것이 필요합니다. 약물 치료도 가능하지만, 사용 전에는 의사나 약사와 상담하는 것이 좋습니다.",https://www.youtube.com/watch?v=5Y5ariP76L8
안산에서 홍역이 발생한 이유는 무엇인가요?,안산에서는 2019년 1월 현재 홍역이 약 11명의 환자에서 집단 발생이 확인되었습니다. 이는 대구와 경기도의 다른 지역에서 발생한 환자들과 함께 일부 지역에서 홍역이 다시 발생하고 있는 상황을 반영합니다.,https://www.youtube.com/watch?v=LojZEr9iyyc
2021년 일본뇌염 주의보에 대해 부모님들이 알아야 할 중요한 정보는 무엇인가요?,"2021년 3월 22일 질병관리청이 일본뇌염 주의보를 발령했으며, 이는 작년보다 4일 빨라졌습니다. 일본뇌염 주의보는 일본뇌염을 옮기는 모기가 발견되면 미리 주의를 당부하는 것이며, 주의보는 보통 3월 말에서 4월 초에 발령됩니다. 주의보가 내려지면 경보가 내려지기 전인 7월까지 예방접종을 서둘러 준비해야 합니다. 일본뇌염은 주로 8월에 발생하기 시작해 9월과 10월에 가장 많이 발생하므로, 7월까지만 접종하면 무난합니다. 예방접종은 1세에서 2세 사이에 시작되며, 최근 사용되는 백신은 안전성이 향상되어 심각한 부작용은 거의 없습니다. 권장 접종을 적절히 받은 아이들은 일본뇌염에 걸릴 가능성이 매우 낮으니, 주의보가 발령되었다고 해서 특별히 달리 조치할 필요는 없습니다. 예방접종 일정을 지켜 접종하시고, 돌이 지난 아이 중 아직 일본뇌염 접종을 받지 않았다면 빨리 접종해 주시기 바랍니다.",https://www.youtube.com/watch?v=UoGHVeLL6i4
수막구균성 뇌수막염에 대한 주의보가 있나요?,"현재 공식적인 수막구균성 뇌수막염 관련 주의보는 없으며, 아이들이 잘 걸리는 병도 아니므로 부모님들이 지나치게 걱정할 필요는 없습니다.",https://www.youtube.com/watch?v=li4ruV-hH6c
자석을 아이가 삼키면 어떤 문제가 생길 수 있나요?,"자석은 하나만 삼키면 큰 문제가 없을 수 있지만, 자석을 2개 이상 삼키거나 자석과 쇠붙이를 함께 삼키면 장 속에서 서로 붙어 장 점막을 사이에 두고 압박해 괴사나 천공을 일으킬 수 있으므로 자석을 2개 이상 삼킨 경우에는 바로 응급실로 가야 합니다.",https://www.youtube.com/watch?v=C_V6tSex7jo
"신생아 황달이 있는 경우, 분유를 사용하는 것이 권장되는 이유는 무엇인가요?","신생아 황달이 있을 때, 분유를 사용하는 것이 권장되는 이유는 황달 수치가 매우 높을 경우 하루나 이틀 정도 모유를 줄이고 혼합수유를 하여 수치를 낮춰야 할 수 있기 때문입니다. 그러나 황달이 호전되면 바로 완전 모유수유로 돌아가는 것이 좋습니다. 과거에는 모유를 하루 이틀 중단하고 분유만 먹이기도 했지만, 현재는 혼합수유를 하는 쪽으로 권고되고 있습니다.",https://www.youtube.com/watch?v=_tYrdgL0cFk
유치원에 다니는 아이들이 감기에 자주 걸리는 이유는 무엇인가요?,유치원에 다니는 아이들은 다른 아이들과 접촉하게 되어 새로운 바이러스가 계속 유입되므로 감기가 반복되기 쉽습니다.,https://www.youtube.com/watch?v=DD8tv2koDp4
소아과에서 딤플에 대한 진료를 받는 것이 왜 중요한가요?,"딤플은 대부분 문제가 없지만, 드물게 척추 신경계에 문제가 동반될 수 있습니다. 이러한 경우에는 근력 약화, 다리 신경 마비, 대소변 조절 문제 등이 발생할 수 있습니다. 따라서 딤플이 있는 아이는 소아과 의사에게 진료를 받고, 검사가 필요할 경우 큰 병원으로 의뢰받는 것이 중요합니다. 특히 다른 기형이 동반되거나 딤플 부위에 피부 병변이 있는 경우에는 즉시 소아과에 보여야 합니다. 검사를 통해 문제가 있는 경우 조기에 진단하고 치료하는 것이 중요합니다.",https://www.youtube.com/watch?v=nt8LPxqLyI8
코 건강을 위해 가습기를 어떻게 올바르게 사용해야 합니까?,"가습기는 코 점막을 촉촉하게 유지하고 호흡기 질환의 증상을 완화하는 데 도움이 됩니다. 실내 온도는 약 20℃, 상대습도는 40~50%가 적절하며, 호흡기 질환에 따라 더 높은 습도가 필요할 수 있습니다. 가습기를 사용할 때는 청소를 철저히 하고, 물은 하루에 한 번 이상 갈아주며, 정수된 물을 사용하는 것이 좋습니다. 또한, 가습기가 아이의 얼굴을 직접 향하지 않도록 조절하고, 과도한 습기가 차지 않도록 환기를 자주 해주어야 합니다.",https://www.youtube.com/watch?v=jlg-0143x5o
뇌 문제로 인해 아기가 고개를 기울일 수 있나요?,"네, 아기가 고개를 기울이는 것은 뇌의 문제 때문일 수 있습니다. 아기가 어릴 때는 증상이 없었는데 나중에 사경이 생겼다면 바로 진료를 받는 것이 좋습니다. 이런 경우는 척추의 병변이나 뇌의 문제, 청력 또는 시력 문제 때문일 수 있습니다.",https://www.youtube.com/watch?v=JlKLIRRZtRo
시겔라가 어린이에게 미치는 영향과 관련된 용혈성 요독증후군의 발생 원인은 무엇인가요?,"시겔라는 일부 세균 중 하나로, 식중독 이후 합병증으로 발생하는 용혈성 요독증후군의 원인이 될 수 있습니다. 이 병은 주로 5세 미만의 어린이에게 발생하며, 설사형 감염 후에 설사, 복통, 발열, 혈변 등이 나타난 뒤 10~15일 정도 지나서 발생할 수 있습니다. 초기 증상은 일반 장염과 유사하지만, 이후 창백해지고 힘이 없어지며 소변량이 줄거나 소변이 거의 나오지 않게 되는 등의 증상이 나타납니다.",https://www.youtube.com/watch?v=ZZkU79leibA
비뇨기과와 관련하여 포경수술의 필요성에 대해 설명해 주실 수 있나요?,"포경수술은 남자아이의 성기 끝을 싸고 있는 포피, 즉 피부를 제거하는 수술입니다. 이 수술은 과거 종교적 이유로 시행되어 왔으며, 의학적으로는 감염이 적고 성기암 발생이 줄어들며 성병과 HIV 감염 위험도 낮아지는 예방 효과가 있습니다. 그러나 포경수술 여부는 의학적 측면뿐 아니라 관습적·문화적 측면도 고려해야 하며, 최근에는 신생아 시기에 포경수술을 하지 않는 경우가 많습니다. 포경수술이 필요한 경우는 포피가 너무 조여 소변을 보기 어렵거나 포피염이 자주 발생하는 경우 등입니다. 수술은 신생아 시기에 하는 것이 좋으며, 요즘은 부분마취를 하고 시행하는 것이 권장됩니다.",https://www.youtube.com/watch?v=1h9tl0kduFI
비타민 D는 미숙아에게 왜 중요한가요?,비타민 D는 모든 아기에게 권장되므로 미숙아도 예외 없이 복용하는 것이 좋습니다.,https://www.youtube.com/watch?v=T7hjlOQvsWw
장염이 아기 변 색깔에 미치는 영향은 무엇인가요?,"장염이나 우유 알레르기 등 장에 문제가 생겨도 녹색 변이 생길 수 있으며, 원인 질환만 치료하면 됩니다.",https://www.youtube.com/watch?v=-Z1NnZnuZJM
계란 알레르기와 땅콩 알레르기 사이의 관계는 무엇인가요?,"계란 알레르기는 땅콩 알레르기 위험군 중 하나로, 심한 습진이 있거나 계란 알레르기가 있는 아기에서 땅콩 알레르기 발생 위험이 높아질 수 있습니다. 계란에 즉시형 반응을 보였거나 모유수유 중 어머니가 계란을 먹은 뒤 아기에게 반응이 나타난 경우에는 소아과 진료와 진단을 받아야 합니다.",https://www.youtube.com/watch?v=cJut6mD3VTI
"야경증이란 무엇이며, 이 증상이 아이에게 나타날 때 부모가 어떻게 대처해야 하는지 설명해 주실 수 있습니까?","야경증은 멀쩡하던 아이가 밤에 자다 갑자기 깨서 울고 비명을 지르거나 이상한 소리를 내며 난동을 부리는 현상입니다. 이는 아직 뇌가 충분히 발달하지 않은 아이들에게 잘 생기는 현상으로, 수면의 처음 1/3에 흔히 발생하며 잠든 후 1시간에서 1시간 반 정도 지난 깊은 잠 상태에서 증상이 나타납니다. 부모가 야경증이 발생했을 때 가장 중요한 것은 놀라지 않고 침착하게 대응하는 것입니다. 아이의 행동에 당황하지 말고, 불을 켜고 아이 옆에 있다는 것을 알려주며 손을 잡아 안전을 확보해 주어야 합니다. 소리를 지르거나 억지로 깨우는 것은 피해야 하며, 아이가 돌아다니다가 다칠 수 있으니 특히 주의가 필요합니다.",https://www.youtube.com/watch?v=ga5buDGcdGw
인플루엔자와 파라인플루엔자의 차이점은 무엇인가요?,"파라인플루엔자는 인플루엔자(독감)와는 다른 바이러스입니다. 이름에 '인플루엔자'가 들어가지만 독감과는 다르며, 독감 예방접종으로 예방되지 않습니다.",https://www.youtube.com/watch?v=hssuWClFrxU
10세 아동에서 야경증이 발생하는 이유는 무엇인가요?,"10세 아동에서 야경증은 아직 뇌가 충분히 발달하지 않은 아이들에게 잘 생기는 현상으로, 보통 4세에서 10세 사이에 시작하지만 더 어린 아이에게도 생길 수 있습니다. 야경증은 유전적 경향이 있는 경우가 많고, 뇌의 일부가 일시적으로 깨어나기 쉬운 상태로 이해할 수 있습니다.",https://www.youtube.com/watch?v=ga5buDGcdGw
이부프로펜 대신 부루펜을 사용할 수 있나요?,"브루펜(이부프로펜) 계열은 어느 정도 공급되고 있으며, 현재는 타이레놀과 브루펜 둘 다 사용하는 데 문제가 없습니다.",https://www.youtube.com/watch?v=-aKt3AJ4dEE
이카리딘의 장점은 무엇인가요?,"이카리딘은 DEET과 유사한 효과를 내면서 냄새와 끈적임이 적고 플라스틱 및 합성섬유에 대한 손상이 적은 장점이 있습니다. 또한, 국내에서 생후 6개월부터 허가된 제품이 있습니다.",https://www.youtube.com/watch?v=rwAT1KG3u3c
대한민국에서 홍역 예방을 위해 어떤 조치를 취해야 합니까?,"대한민국에서는 홍역 예방을 위해 1차와 2차 접종을 빨리 완료하여 최소 2회 접종을 받는 것이 중요합니다. 1회 접종 시 약 93%의 예방 효과가 있으며, 2회 접종 시 약 97%에서 면역이 형성됩니다. 유행 지역에서는 생후 6개월부터 돌 이전 영아에게도 가속 접종을 시행하며, 돌 이후에는 정규 1차 접종을 다시 해야 합니다. 또한, 홍역 환자와 접촉한 경우 접촉 후 72시간 이내에 예방 접종을 하면 효과가 있을 수 있습니다.",https://www.youtube.com/watch?v=LojZEr9iyyc
소아청소년과에서 나트륨 섭취에 대해 어떤 권장 사항이 있습니까?,"소아청소년과 전문의는 두 살까지는 소금을 따로 첨가하지 말고 원래 짠 음식도 먹이지 않는 것이 좋다고 권장합니다. 두 돌이 지나서도 가능하면 싱겁게 먹이는 것이 중요하며, 짜게 먹는 습관은 한 번 들이면 고치기 힘들기 때문에 어릴 때부터 싱겁게 먹는 습관을 들이는 것이 매우 중요합니다.",https://www.youtube.com/watch?v=3hI0NhprCfg
감기가 아이들에게 미치는 영향은 무엇인가요?,"감기는 아이들에게 상기도 감염을 일으키며, 코로나 회복 후에도 기침이 지속되는 경우가 많습니다. 이는 감염으로 손상된 기도 점막이 회복되는 과정에서 발생하는 것으로, 기침이 오래가면 소아청소년과 진료를 받는 것이 중요합니다.",https://www.youtube.com/watch?v=__PCv93dKoE
땅콩 알레르기 예방을 위해 언제부터 이유식에 땅콩을 첨가해야 하나요?,땅콩 알레르기 위험성이 있는 아이들은 땅콩이 포함된 음식을 생후 만 4~6개월경에 시작하고 늦어도 만 7개월 이전에는 이유식에 땅콩을 첨가하는 것이 좋습니다. 일주일에 서너 번 정도 섭취시키는 것이 권장됩니다.,https://www.youtube.com/watch?v=cJut6mD3VTI
유스타키오관이 중이염 발생에 미치는 영향은 무엇인가요?,"아이들은 어른보다 유스타키오관 구조가 제대로 발달하지 않아 중이염에 걸리기 쉽습니다. 이관의 발달이 미흡하기 때문에 어린 아이들은 중이염에 더 취약하며, 세 살까지 적어도 80% 이상이 한 번 정도 중이염을 앓고, 서너 번 걸리는 경우도 드물지 않습니다.",https://www.youtube.com/watch?v=xnojIIpWlf4
급성 사구체신염이 농가진과 관련해서 어떻게 발생할 수 있는지 설명해 줄 수 있나요?,"농가진은 전염성 피부질환으로, 대개의 경우 별 문제 없이 좋아지지만 간혹 심각한 합병증을 일으킬 수 있습니다. 그중 가장 주의할 합병증은 급성 사구체신염으로, 농가진 발생 후 수주일 뒤에 신장에 염증이 생겨 고혈압이나 혈뇨가 생길 수 있습니다. 따라서 소변에 피가 보이거나 진한 갈색 소변이 나오면 즉시 진료를 받는 것이 중요합니다.",https://www.youtube.com/watch?v=ys1udu1m57s
아기 변 안 보는거 몇일이면 괜찮은거야?,아기가 수일간 변을 보지 않아도 기분이 좋고 잘 먹고 잘 논다면 며칠 뒤 배변이 회복되고 별다른 문제가 없는 경우가 대부분입니다. 그러나 5일 정도 변을 보지 않으면 동네 소아청소년과에서 진료를 받아 확인하는 것이 안전합니다.,https://www.youtube.com/watch?v=8UIFlfrKagk
소아청소년과에서 아기 몸무게 늘리는데 분유 두돌까지 먹이는게 좋은가요?,"결론부터 말씀드리면 그럴 필요는 없습니다. 몸무게가 적다고 해서 분유를 더 오래 먹이는 것이 기준이 되는 것은 아닙니다. 분유는 기본적으로 돌까지 먹이는 것이 좋고, 돌이 지나면 서서히 분유량을 줄여 우유로 바꾸어 먹이시면 됩니다.",https://www.youtube.com/watch?v=eGD1vhqSmpk
